title,area,rating,n_reviews,reference
Элит Отель 3*,"Россия, Крым, Саки, Новофёдоровка поселок",4.01,11,https://tophotels.ru/hotel/al208031/reviews
Южный берег 2*,"Россия, Крым, Алушта",3.89,11,https://tophotels.ru/hotel/al35497/reviews
Северный,"Россия, Крым, Евпатория, Заозерное",3.88,13,https://tophotels.ru/hotel/al19718/reviews
Feliz Verano 2*,"Россия, Крым, Коктебель",3.86,15,https://tophotels.ru/hotel/al168837/reviews
Изумруд,"Россия, Крым, Севастополь, Ласпи",3.66,12,https://tophotels.ru/hotel/al38131/reviews
ТОК им. Мокроусова,"Россия, Крым, Севастополь, Учкуевка",3.2,29,https://tophotels.ru/hotel/al48509/reviews
Орлиное гнездо,"Россия, Крым, Ялта, Ялта-центр",3.19,10,https://tophotels.ru/hotel/al40340/reviews
Морской уголок,"Россия, Крым, Алушта, Профессорский Рабочий уголок",3.08,30,https://tophotels.ru/hotel/al19769/reviews
Фаворит,"Россия, Крым, Евпатория, Евпатория-центр",5.0,8,https://tophotels.ru/hotel/al35589/reviews
РК Багатель,"Россия, Крым, Ялта",4.97,7,https://tophotels.ru/hotel/al166467/reviews
Леополь,"Россия, Крым, Кастрополь",4.87,7,https://tophotels.ru/hotel/al87487/reviews
Вилла Лаборатория Приключений,"Россия, Крым, Севастополь, Учкуевка",4.84,8,https://tophotels.ru/hotel/al93713/reviews
Ладья,"Россия, Крым, Судак",4.83,9,https://tophotels.ru/hotel/al121645/reviews
Эдем,"Россия, Крым, Саки",4.83,5,https://tophotels.ru/hotel/al226488/reviews
Евпаторион,"Россия, Крым, Евпатория, Заозерное",4.8,9,https://tophotels.ru/hotel/al187394/reviews
Atrium King's Way 3*,"Россия, Крым, Севастополь",4.79,8,https://tophotels.ru/hotel/al50608/reviews
Винтаж Oтель Новый Свет,"Россия, Крым, Новый Свет",4.74,10,https://tophotels.ru/hotel/al152278/reviews
Dakkar Resort (Даккар) 3*,"Россия, Крым, Севастополь",4.67,5,https://tophotels.ru/hotel/al38125/reviews
Курортный клуб Дачи (Daчi),"Россия, Крым, Алушта",4.44,9,https://tophotels.ru/hotel/al230550/reviews
Фаворит,"Россия, Крым, Мисхор",4.42,10,https://tophotels.ru/hotel/al199716/reviews
Вилла Арнис,"Россия, Крым, Алушта",4.38,9,https://tophotels.ru/hotel/al311665/reviews
Милета 3*,"Россия, Крым, Феодосия",4.34,9,https://tophotels.ru/hotel/al68495/reviews
Солнечная долина,"Россия, Крым, Черноморское, Оленевка",4.33,9,https://tophotels.ru/hotel/al37946/reviews
Лето 2*,"Россия, Крым, Коктебель",4.22,9,https://tophotels.ru/hotel/al263723/reviews
Вилла Никита,"Россия, Крым, Севастополь, Севастополь-центр",4.08,8,https://tophotels.ru/hotel/al38152/reviews
Кефало Вриси 3*,"Россия, Крым, Севастополь, Балаклавский",4.08,9,https://tophotels.ru/hotel/al38117/reviews
Белый Медведь,"Россия, Крым, Симферополь, Николаевка",3.89,8,https://tophotels.ru/hotel/al114898/reviews
Навигатор,"Россия, Крым, Судак, Судак-центр",3.84,12,https://tophotels.ru/hotel/al51811/reviews
Лебедь,"Россия, Крым, Евпатория, Мирный",3.82,39,https://tophotels.ru/hotel/al35597/reviews
Южный,"Россия, Крым, Симферополь, Николаевка",3.67,16,https://tophotels.ru/hotel/al35471/reviews
Зори России,"Россия, Крым, Симеиз",3.62,15,https://tophotels.ru/hotel/al19761/reviews
Свет Маяка,"Россия, Крым, Керчь, Подмаячное",3.61,9,https://tophotels.ru/hotel/al307476/reviews
Коттедж Чудесный №32,"Россия, Крым, Симферополь, Николаевка",3.44,8,https://tophotels.ru/hotel/al265844/reviews
Ванадэлла,"Россия, Крым, Судак, Судак-центр",3.33,9,https://tophotels.ru/hotel/al103968/reviews
Мечта Санаторий,"Россия, Крым, Евпатория, Евпатория-центр",2.97,21,https://tophotels.ru/hotel/al37920/reviews
Воронцово,"Россия, Крым, Мисхор",2.87,16,https://tophotels.ru/hotel/al19826/reviews
Зюйд 3*,"Россия, Крым, Севастополь, Ленинский",0.0,9,https://tophotels.ru/hotel/al38128/reviews
Serenada (Серенада),"Россия, Крым, Коктебель",5.0,6,https://tophotels.ru/hotel/al197575/reviews
Вилла Дивный мир Карасан  4*,"Россия, Крым, Партенит",5.0,4,https://tophotels.ru/hotel/al286334/reviews
Bahitgul (Бахитгуль),"Россия, Крым, Бахчисарай",4.96,6,https://tophotels.ru/hotel/al264233/reviews
Вилла Онейро,"Россия, Крым, Алупка",4.92,8,https://tophotels.ru/hotel/al156783/reviews
Три сосны,"Россия, Крым, Феодосия, Феодосия-центр",4.79,7,https://tophotels.ru/hotel/al217553/reviews
Birlik,"Россия, Крым, Бахчисарай, Песчаное",4.78,6,https://tophotels.ru/hotel/al308011/reviews
Украина 3*,"Россия, Крым, Симферополь, Симферополь-центр",4.61,4,https://tophotels.ru/hotel/al38078/reviews
Князь Голицын,"Россия, Крым, Новый Свет",4.6,11,https://tophotels.ru/hotel/al43124/reviews
Гостиничный комплекс Европа 4*,"Россия, Крым, Партенит",4.44,9,https://tophotels.ru/hotel/al114061/reviews
Хижина Робинзона,"Россия, Крым, Феодосия",4.33,6,https://tophotels.ru/hotel/al198565/reviews
Шейх,"Россия, Крым, Саки",4.28,11,https://tophotels.ru/hotel/al305960/reviews
Атрий,"Россия, Крым, Симеиз",4.25,7,https://tophotels.ru/hotel/al107986/reviews
Курортный комплекс ИваМария,"Россия, Крым, Алушта",4.25,7,https://tophotels.ru/hotel/al244493/reviews
Санаторий Юрмино,"Россия, Крым, Саки",4.25,13,https://tophotels.ru/hotel/al50488/reviews
Легенда,"Россия, Крым, Алушта",4.23,12,https://tophotels.ru/hotel/al150401/reviews
Бухта Мечты,"Россия, Крым, Севастополь, Ласпи",4.23,7,https://tophotels.ru/hotel/al106148/reviews
Атлантика 3*,"Россия, Крым, Севастополь, Севастополь-центр",4.22,8,https://tophotels.ru/hotel/al305984/reviews
Планета,"Россия, Крым, Евпатория, Евпатория-центр",4.03,15,https://tophotels.ru/hotel/al19723/reviews
Солнечный Джангуль,"Россия, Крым, Черноморское, Оленевка",4.03,7,https://tophotels.ru/hotel/al312024/reviews
Гамачок у Моря,"Россия, Крым, Алушта",4.0,8,https://tophotels.ru/hotel/al311211/reviews
Башня 3*,"Россия, Крым, Севастополь, Радиогорка",3.98,10,https://tophotels.ru/hotel/al38112/reviews
Alushta Royal Apartments 3*,"Россия, Крым, Алушта",3.97,8,https://tophotels.ru/hotel/al69463/reviews
Вилла Нимфей,"Россия, Крым, Феодосия, Приморский поселок",3.88,14,https://tophotels.ru/hotel/al54743/reviews
Золотая Рыбка,"Россия, Крым, Саки, Прибрежное",3.76,10,https://tophotels.ru/hotel/al92775/reviews
Романтик,"Россия, Крым, Судак",3.72,9,https://tophotels.ru/hotel/al307886/reviews
Гостевой Дом АВРОРА 3*,"Россия, Крым, Штормовое",3.67,6,https://tophotels.ru/hotel/al223909/reviews
Санаторий Ливадия,"Россия, Крым, Ялта, Ливадия",3.67,9,https://tophotels.ru/hotel/al158801/reviews
База Отдыха Светлая,"Россия, Крым, Феодосия",3.58,6,https://tophotels.ru/hotel/al102832/reviews
Гриновские Берега,"Россия, Крым, Феодосия, Береговое",3.5,7,https://tophotels.ru/hotel/al278369/reviews
Орен-Крым,"Россия, Крым, Евпатория, Евпатория-центр",3.37,23,https://tophotels.ru/hotel/al19791/reviews
Туристско-оздоровительный комплекс Восход,"Россия, Крым, Алушта, Профессорский Рабочий уголок",3.17,14,https://tophotels.ru/hotel/al19773/reviews
Родина,"Россия, Крым, Гаспра",3.09,22,https://tophotels.ru/hotel/al50443/reviews
Villa Al Mаrine (Вилла Аль Марин),"Россия, Крым, Алушта, Утес",5.0,8,https://tophotels.ru/hotel/al119351/reviews
Вилла Солка,"Россия, Крым, Симферополь, Николаевка",5.0,8,https://tophotels.ru/hotel/al308060/reviews
Дим 2,"Россия, Крым, Коктебель",5.0,3,https://tophotels.ru/hotel/al269825/reviews
Куприн,"Россия, Крым, Севастополь, Балаклавский",5.0,6,https://tophotels.ru/hotel/al90282/reviews
Мирный 4*,"Россия, Крым, Алушта",5.0,6,https://tophotels.ru/hotel/al141250/reviews
Прохлада Инн,"Россия, Крым, Коктебель",5.0,5,https://tophotels.ru/hotel/al311970/reviews
Сакский Дворик,"Россия, Крым, Саки, Прибрежное",5.0,5,https://tophotels.ru/hotel/al198157/reviews
TAVR (ТАВР),"Россия, Крым, Ялта, Ялта-центр",4.96,6,https://tophotels.ru/hotel/al305075/reviews
Вилла Эдем,"Россия, Крым, Симеиз",4.83,6,https://tophotels.ru/hotel/al58611/reviews
Вилла Сосновый бор 3*,"Россия, Крым, Мисхор",4.77,7,https://tophotels.ru/hotel/al88519/reviews
Гостевой дом Лев,"Россия, Крым, Евпатория, Заозерное",4.67,7,https://tophotels.ru/hotel/al282323/reviews
Коктевилль,"Россия, Крым, Коктебель",4.67,5,https://tophotels.ru/hotel/al162222/reviews
Allegro,"Россия, Крым, Евпатория",4.53,8,https://tophotels.ru/hotel/al259907/reviews
Алушта,"Россия, Крым, Алушта",4.51,9,https://tophotels.ru/hotel/al94146/reviews
Прага,"Россия, Крым, Алушта",4.47,8,https://tophotels.ru/hotel/al141521/reviews
Тихая Дача,"Россия, Крым, Алушта, Солнечногорское",4.4,8,https://tophotels.ru/hotel/al311994/reviews
Sealand,"Россия, Крым, Феодосия",4.39,7,https://tophotels.ru/hotel/al82047/reviews
Гринвич,"Россия, Крым, Евпатория",4.39,5,https://tophotels.ru/hotel/al158530/reviews
Уютный дворик,"Россия, Крым, Бахчисарай, Песчаное",4.37,8,https://tophotels.ru/hotel/al307091/reviews
Сокол МРЦ,"Россия, Крым, Судак, Судак-центр",4.27,6,https://tophotels.ru/hotel/al49761/reviews
Корона,"Россия, Крым, Алушта, Утес",4.2,5,https://tophotels.ru/hotel/al157841/reviews
Астарта,"Россия, Крым, Судак, Судак-центр",4.18,6,https://tophotels.ru/hotel/al185750/reviews
Ассоль-Парк 3*,"Россия, Крым, Симеиз",4.17,6,https://tophotels.ru/hotel/al72707/reviews
Ситерра,"Россия, Крым, Евпатория, Заозерное",4.17,7,https://tophotels.ru/hotel/al315000/reviews
Песчаный берег,"Россия, Крым, Севастополь, Любимовка поселок",4.15,8,https://tophotels.ru/hotel/al105641/reviews
Green Park Yalta-Intourist 4*,"Россия, Крым, Ялта",4.04,11,https://tophotels.ru/hotel/al283456/reviews
Жемчужина,"Россия, Крым, Саки, Прибрежное",4.03,8,https://tophotels.ru/hotel/al145505/reviews
SeaLand,"Россия, Крым, Евпатория, Евпатория-центр",3.95,15,https://tophotels.ru/hotel/al37930/reviews
Ателика Карасан 2*,"Россия, Крым, Алушта, Партенит",3.75,12,https://tophotels.ru/hotel/al35461/reviews
Поместье Керменчик,"Россия, Крым, Бахчисарай, Высокое",3.73,9,https://tophotels.ru/hotel/al171536/reviews
Керкинитида Крабья Бухта,"Россия, Крым, Евпатория, Мирный",3.69,6,https://tophotels.ru/hotel/al311705/reviews
Ирина,"Россия, Крым, Симферополь, Николаевка",3.67,5,https://tophotels.ru/hotel/al306906/reviews
Лучистый,"Россия, Крым, Судак",3.67,8,https://tophotels.ru/hotel/al49237/reviews
Отуз,"Россия, Крым, Курортное",3.67,8,https://tophotels.ru/hotel/al305890/reviews
Лазурный Берег,"Россия, Крым, Евпатория, Заозерное",3.56,7,https://tophotels.ru/hotel/al310460/reviews
Жемчужина,"Россия, Крым, Гаспра",3.51,15,https://tophotels.ru/hotel/al19822/reviews
Hotel Ritsk,"Россия, Крым, Евпатория",3.47,7,https://tophotels.ru/hotel/al184448/reviews
Победа,"Россия, Крым, Евпатория, Евпатория-центр",3.33,20,https://tophotels.ru/hotel/al19717/reviews
TES-hotel Resort & Spa 3*,"Россия, Крым, Евпатория",3.27,10,https://tophotels.ru/hotel/al204561/reviews
Афина (Скиф) 3*,"Россия, Крым, Симферополь",3.25,7,https://tophotels.ru/hotel/al307589/reviews
Буревестник 2*,"Россия, Крым, Евпатория, Евпатория-центр",3.18,12,https://tophotels.ru/hotel/al37950/reviews
Ай-Сафия,"Россия, Крым, Судак",2.83,9,https://tophotels.ru/hotel/al287809/reviews
Алвис,"Россия, Крым, Алушта",2.83,7,https://tophotels.ru/hotel/al263573/reviews
La Grace 4*,"Россия, Крым, Керчь, Золотое село",5.0,8,https://tophotels.ru/hotel/al307248/reviews
Дача Бекетова,"Россия, Крым, Алушта, Профессорский Рабочий уголок",5.0,5,https://tophotels.ru/hotel/al323500/reviews
Здоровье,"Россия, Крым, Феодосия, Феодосия-центр",5.0,5,https://tophotels.ru/hotel/al177612/reviews
Идиллия,"Россия, Крым, Судак, Судак-центр",5.0,5,https://tophotels.ru/hotel/al261530/reviews
Керчь 3*,"Россия, Крым, Керчь",5.0,4,https://tophotels.ru/hotel/al106046/reviews
Сон у Моря APT,"Россия, Крым, Алупка",5.0,5,https://tophotels.ru/hotel/al87402/reviews
Трискеле,"Россия, Крым, Судак",5.0,4,https://tophotels.ru/hotel/al156744/reviews
Усадьба Ксения,"Россия, Крым, Алушта",5.0,5,https://tophotels.ru/hotel/al313071/reviews
Ялтинский Дворик (Русская Ривьера),"Россия, Крым, Ялта, Ялта-центр",5.0,5,https://tophotels.ru/hotel/al73172/reviews
Пещера,"Россия, Крым, Алушта",4.94,5,https://tophotels.ru/hotel/al191149/reviews
Усадьба Золотые Ворота,"Россия, Крым, Коктебель",4.94,3,https://tophotels.ru/hotel/al164900/reviews
Изумрудная,"Россия, Крым, Штормовое",4.93,9,https://tophotels.ru/hotel/al29569/reviews
Вилла Багратион,"Россия, Крым, Ялта, Ялта-центр",4.89,4,https://tophotels.ru/hotel/al35595/reviews
Аркале,"Россия, Крым, Евпатория, Евпатория-центр",4.83,6,https://tophotels.ru/hotel/al160896/reviews
Вилла Форос 3*,"Россия, Крым, Форос",4.83,3,https://tophotels.ru/hotel/al62839/reviews
Европа,"Россия, Крым, Евпатория, Евпатория-центр",4.75,3,https://tophotels.ru/hotel/al308828/reviews
ДеАз,"Россия, Крым, Керчь, Юркино",4.72,12,https://tophotels.ru/hotel/al41051/reviews
Гостевой Дом К&Т,"Россия, Крым, Севастополь, Херсонес-Таврический",4.67,3,https://tophotels.ru/hotel/al38124/reviews
Ласковый Берег,"Россия, Крым, Алушта, Профессорский Рабочий уголок",4.67,5,https://tophotels.ru/hotel/al182049/reviews
Ласточка,"Россия, Крым, Бахчисарай, Песчаное",4.67,4,https://tophotels.ru/hotel/al319646/reviews
Мыс 3*,"Россия, Крым, Севастополь, Бухта Казачья",4.61,4,https://tophotels.ru/hotel/al38151/reviews
Blumarin (Блюмарин),"Россия, Крым, Алушта",4.58,5,https://tophotels.ru/hotel/al258376/reviews
Вилла Ава,"Россия, Крым, Феодосия",4.53,6,https://tophotels.ru/hotel/al308966/reviews
Лот,"Россия, Крым, Севастополь, Учкуевка",4.5,5,https://tophotels.ru/hotel/al156791/reviews
Сота,"Россия, Крым, Судак, Судак-центр",4.5,11,https://tophotels.ru/hotel/al41728/reviews
Южная Точка,"Россия, Крым, Феодосия, Приморский поселок",4.5,4,https://tophotels.ru/hotel/al319605/reviews
Адмирал Клуб,"Россия, Крым, Евпатория, Заозерное",4.38,5,https://tophotels.ru/hotel/al265512/reviews
Санаторий Белоруссия,"Россия, Крым, Мисхор",4.33,4,https://tophotels.ru/hotel/al129012/reviews
Москва 2*,"Россия, Крым, Симферополь, Симферополь-центр",4.33,4,https://tophotels.ru/hotel/al38077/reviews
Рай,"Россия, Крым, Алушта",4.33,7,https://tophotels.ru/hotel/al71910/reviews
Даламия,"Россия, Крым, Симеиз",4.28,6,https://tophotels.ru/hotel/al287770/reviews
Президент-отель Таврида,"Россия, Крым, Ялта, Ялта-центр",4.25,4,https://tophotels.ru/hotel/al168809/reviews
Украина 3*,"Россия, Крым, Севастополь, Севастополь-центр",4.17,5,https://tophotels.ru/hotel/al38121/reviews
Пансионат Московский,"Россия, Крым, Судак",4.13,6,https://tophotels.ru/hotel/al271322/reviews
Гостевой комплекс Аквапарк,"Россия, Крым, Симеиз",4.11,5,https://tophotels.ru/hotel/al300178/reviews
Малибу,"Россия, Крым, Феодосия",4.11,7,https://tophotels.ru/hotel/al289081/reviews
Бумеранг,"Россия, Крым, Евпатория, Заозерное",4.08,5,https://tophotels.ru/hotel/al168834/reviews
Deep Town,"Россия, Крым, Севастополь, Бухта Казачья",4.0,6,https://tophotels.ru/hotel/al306314/reviews
Воробьиное гнездо,"Россия, Крым, Судак, Судак-центр",4.0,6,https://tophotels.ru/hotel/al52386/reviews
Фламинго,"Россия, Крым, Евпатория, Заозерное",4.0,7,https://tophotels.ru/hotel/al157611/reviews
Саки 3*,"Россия, Крым, Саки",3.97,6,https://tophotels.ru/hotel/al34042/reviews
Санвиль Николаевка 2*,"Россия, Крым, Симферополь, Николаевка",3.96,5,https://tophotels.ru/hotel/al131166/reviews
Serbest 3*,"Россия, Крым, Алупка",3.93,7,https://tophotels.ru/hotel/al104889/reviews
Кобзарь,"Россия, Крым, Севастополь, Учкуевка",3.92,7,https://tophotels.ru/hotel/al38132/reviews
Ustas Crimea (Юстас-Крым),"Россия, Крым, Алушта",3.92,8,https://tophotels.ru/hotel/al205409/reviews
Южный,"Россия, Крым, Форос",3.89,4,https://tophotels.ru/hotel/al19849/reviews
Аквилон,"Россия, Крым, Саки, Новофёдоровка поселок",3.88,5,https://tophotels.ru/hotel/al269631/reviews
Эдем,"Россия, Крым, Межводное",3.84,8,https://tophotels.ru/hotel/al307391/reviews
Туристско-оздоровительный комплекс Маяк,"Россия, Крым, Феодосия, Феодосия-центр",3.74,15,https://tophotels.ru/hotel/al19788/reviews
РоЯлта,"Россия, Крым, Алупка",3.72,6,https://tophotels.ru/hotel/al103961/reviews
Днепр,"Россия, Крым, Гаспра",3.64,12,https://tophotels.ru/hotel/al19847/reviews
Чайхана 3*,"Россия, Крым, Судак, Судак-центр",3.15,11,https://tophotels.ru/hotel/al128200/reviews
Гортензия,"Россия, Крым, Саки",3.02,11,https://tophotels.ru/hotel/al306761/reviews
Пиратская Бухта,"Россия, Крым, Саки, Прибрежное",2.96,5,https://tophotels.ru/hotel/al230720/reviews
1000 звезд,"Россия, Крым, Морское",2.95,9,https://tophotels.ru/hotel/al49461/reviews
Leo Grand Krim,"Россия, Крым, Штормовое, Поповка",2.89,7,https://tophotels.ru/hotel/al310899/reviews
Дружба,"Россия, Крым, Евпатория, Евпатория-центр",2.89,17,https://tophotels.ru/hotel/al19792/reviews
Гостевой дом Афина-Вояж,"Россия, Крым, Евпатория, Заозерное",2.0,4,https://tophotels.ru/hotel/al315729/reviews
Вилла Мишель,"Россия, Крым, Гурзуф",0.0,4,https://tophotels.ru/hotel/al177755/reviews
Гостиный Двор Большая 12,"Россия, Крым, Керчь",0.0,5,https://tophotels.ru/hotel/al267008/reviews
Кипарис,"Россия, Крым, Симферополь, Николаевка",0.0,4,https://tophotels.ru/hotel/al227510/reviews
Da Vasko (Да Васко),"Россия, Крым, Алушта, Семидворье",5.0,4,https://tophotels.ru/hotel/al160820/reviews
Dolce Vita,"Россия, Крым, Евпатория",5.0,4,https://tophotels.ru/hotel/al115045/reviews
Morskoy Angel (Морской Ангел),"Россия, Крым, Судак",5.0,3,https://tophotels.ru/hotel/al308143/reviews
Oscar (Оскар),"Россия, Крым, Симферополь",5.0,3,https://tophotels.ru/hotel/al271245/reviews
Rest Royally 3*,"Россия, Крым, Саки",5.0,2,https://tophotels.ru/hotel/al311756/reviews
Виктория,"Россия, Крым, Керчь, Героевское",5.0,4,https://tophotels.ru/hotel/al306737/reviews
Вилла Елена К,"Россия, Крым, Мисхор",5.0,4,https://tophotels.ru/hotel/al214698/reviews
Жемчужина Моря,"Россия, Крым, Керчь",5.0,3,https://tophotels.ru/hotel/al304232/reviews
Коттедж 37,"Россия, Крым, Симферополь, Николаевка",5.0,3,https://tophotels.ru/hotel/al238263/reviews
Морская Феерия,"Россия, Крым, Севастополь, Бухта Казачья",5.0,4,https://tophotels.ru/hotel/al160008/reviews
Отель Парус 3*,"Россия, Крым, Феодосия, Береговое",5.0,3,https://tophotels.ru/hotel/al318820/reviews
Отрада,"Россия, Крым, Севастополь, Учкуевка",5.0,5,https://tophotels.ru/hotel/al38141/reviews
Парк Авеню,"Россия, Крым, Кореиз",5.0,4,https://tophotels.ru/hotel/al308091/reviews
Рыбацкая Слобода,"Россия, Крым, Севастополь, Балаклавский",5.0,2,https://tophotels.ru/hotel/al278324/reviews
Согдиана,"Россия, Крым, Симферополь, Николаевка",5.0,4,https://tophotels.ru/hotel/al306351/reviews
Черноморский Берег,"Россия, Крым, Черноморское",5.0,4,https://tophotels.ru/hotel/al306653/reviews
Дельфин,"Россия, Крым, Симферополь, Николаевка",4.94,4,https://tophotels.ru/hotel/al223827/reviews
Европа,"Россия, Крым, Судак, Судак-центр",4.89,5,https://tophotels.ru/hotel/al41725/reviews
Первомайский,"Россия, Крым, Евпатория, Евпатория-центр",4.89,4,https://tophotels.ru/hotel/al37956/reviews
МНБ,"Россия, Крым, Штормовое, Поповка",4.89,3,https://tophotels.ru/hotel/al306769/reviews
Вилла Корсика,"Россия, Крым, Саки, Новофёдоровка поселок",4.88,4,https://tophotels.ru/hotel/al205887/reviews
Афалина,"Россия, Крым, Феодосия",4.83,4,https://tophotels.ru/hotel/al300486/reviews
Вилла Алина,"Россия, Крым, Алушта",4.83,5,https://tophotels.ru/hotel/al254649/reviews
Гомер Отель,"Россия, Крым, Севастополь, Балаклавский",4.83,4,https://tophotels.ru/hotel/al182300/reviews
Свет Маяка,"Россия, Крым, Евпатория, Заозерное",4.75,4,https://tophotels.ru/hotel/al265740/reviews
Villa Classic Hotel 4*,"Россия, Крым, Коктебель",4.67,8,https://tophotels.ru/hotel/al202495/reviews
Бриз-Морское,"Россия, Крым, Морское",4.67,4,https://tophotels.ru/hotel/al28713/reviews
Гостевой Дом Миллениум,"Россия, Крым, Саки",4.67,3,https://tophotels.ru/hotel/al71374/reviews
Джеваль 4*,"Россия, Крым, Евпатория, Евпатория-центр",4.67,4,https://tophotels.ru/hotel/al160874/reviews
Мини отель Крым,"Россия, Крым, Ялта, Отрадное",4.67,4,https://tophotels.ru/hotel/al289234/reviews
Спортивная 2*,"Россия, Крым, Симферополь, Симферополь-центр",4.67,3,https://tophotels.ru/hotel/al67851/reviews
Жемчужина Каламиты,"Россия, Крым, Бахчисарай, Песчаное",4.67,4,https://tophotels.ru/hotel/al215098/reviews
Палас 3*,"Россия, Крым, Ялта",4.58,3,https://tophotels.ru/hotel/al78304/reviews
Славянский Альянс,"Россия, Крым, Ялта, Ялта-центр",4.58,4,https://tophotels.ru/hotel/al181902/reviews
Санаторий Меллас,"Россия, Крым, Форос",4.56,4,https://tophotels.ru/hotel/al105157/reviews
Апартаменты Арго 3*,"Россия, Крым, Коктебель",4.56,4,https://tophotels.ru/hotel/al92319/reviews
Магнолия,"Россия, Крым, Межводное",4.5,5,https://tophotels.ru/hotel/al303565/reviews
Оазис 3*,"Россия, Крым, Симферополь, Николаевка",4.5,4,https://tophotels.ru/hotel/al286521/reviews
Гостевой Дом Кодак-Судак,"Россия, Крым, Судак",4.42,5,https://tophotels.ru/hotel/al163780/reviews
Южная Ночь,"Россия, Крым, Алушта",4.42,6,https://tophotels.ru/hotel/al35495/reviews
Дельфин 3*,"Россия, Крым, Севастополь, Херсонес-Таврический",4.42,4,https://tophotels.ru/hotel/al38127/reviews
Кедр-Запад 2*,"Россия, Крым, Алупка",4.4,6,https://tophotels.ru/hotel/al88266/reviews
Серсиаль,"Россия, Крым, Алупка",4.39,5,https://tophotels.ru/hotel/al257210/reviews
Сефа,"Россия, Крым, Феодосия, Береговое",4.38,7,https://tophotels.ru/hotel/al71935/reviews
ДТ Актер Мисхор,"Россия, Крым, Мисхор",4.38,5,https://tophotels.ru/hotel/al312624/reviews
Прометей + ВВ,"Россия, Крым, Евпатория, Заозерное",4.38,6,https://tophotels.ru/hotel/al310276/reviews
Sky&Mare,"Россия, Крым, Алушта",4.33,3,https://tophotels.ru/hotel/al311284/reviews
Колибри,"Россия, Крым, Севастополь, Учкуевка",4.33,5,https://tophotels.ru/hotel/al42551/reviews
Форт Отель,"Россия, Крым, Севастополь, Ленинский",4.33,5,https://tophotels.ru/hotel/al274968/reviews
Park hotel Simeiz 3*,"Россия, Крым, Симеиз",4.25,5,https://tophotels.ru/hotel/al72693/reviews
Kunesh,"Россия, Крым, Судак, Судак-центр",4.22,4,https://tophotels.ru/hotel/al84658/reviews
Ассоль,"Россия, Крым, Феодосия, Феодосия-центр",4.22,5,https://tophotels.ru/hotel/al37901/reviews
Юкка,"Россия, Крым, Евпатория, Заозерное",4.13,5,https://tophotels.ru/hotel/al37968/reviews
Коралл,"Россия, Крым, Евпатория, Заозерное",4.11,8,https://tophotels.ru/hotel/al37928/reviews
ТЭС-Отель 4*,"Россия, Крым, Симферополь",4.08,3,https://tophotels.ru/hotel/al68692/reviews
Прилив Отель,"Россия, Крым, Гурзуф",4.06,7,https://tophotels.ru/hotel/al279070/reviews
Олимп 3*,"Россия, Крым, Севастополь, Ленинский",4.04,6,https://tophotels.ru/hotel/al38120/reviews
Цезарь,"Россия, Крым, Саки",4.03,5,https://tophotels.ru/hotel/al306962/reviews
Botanic Club Hotel,"Россия, Крым, Саки",4.0,5,https://tophotels.ru/hotel/al248377/reviews
Thyssen House 4*,"Россия, Крым, Гурзуф",4.0,5,https://tophotels.ru/hotel/al60323/reviews
Астра-Центр,"Россия, Крым, Евпатория, Евпатория-центр",4.0,7,https://tophotels.ru/hotel/al19720/reviews
Парус,"Россия, Крым, Штормовое, Поповка",4.0,3,https://tophotels.ru/hotel/al304072/reviews
Тарантино 3*,"Россия, Крым, Севастополь, Севастополь-центр",4.0,7,https://tophotels.ru/hotel/al31635/reviews
Sputnik,"Россия, Крым, Гурзуф",3.9,7,https://tophotels.ru/hotel/al40954/reviews
Эспаньола,"Россия, Крым, Алушта, Солнечногорское",3.87,6,https://tophotels.ru/hotel/al285781/reviews
Сурож,"Россия, Крым, Судак, Судак-центр",3.83,5,https://tophotels.ru/hotel/al49238/reviews
Фиеста,"Россия, Крым, Алушта",3.83,5,https://tophotels.ru/hotel/al86830/reviews
Им. А.П. Чехова,"Россия, Крым, Ялта, Ялта-центр",3.82,9,https://tophotels.ru/hotel/al40155/reviews
Орлиное Гнездо,"Россия, Крым, Севастополь, Мыс Фиолент",3.79,8,https://tophotels.ru/hotel/al66119/reviews
София 2*,"Россия, Крым, Севастополь, Ленинский",3.67,12,https://tophotels.ru/hotel/al21650/reviews
У Лукоморья,"Россия, Крым, Бахчисарай, Песчаное",3.63,12,https://tophotels.ru/hotel/al19724/reviews
Катран,"Россия, Крым, Феодосия",3.58,6,https://tophotels.ru/hotel/al59359/reviews
Фламинго,"Россия, Крым, Алушта",3.58,7,https://tophotels.ru/hotel/al35510/reviews
Скиф 46 3*,"Россия, Крым, Симферополь, Николаевка",3.56,6,https://tophotels.ru/hotel/al241069/reviews
Оазис Заозерное,"Россия, Крым, Евпатория, Заозерное",3.56,8,https://tophotels.ru/hotel/al265726/reviews
Laguna,"Россия, Крым, Алушта, Утес",3.44,5,https://tophotels.ru/hotel/al76678/reviews
Диво,"Россия, Крым, Бахчисарай, Береговое",3.44,5,https://tophotels.ru/hotel/al278368/reviews
Эдем,"Россия, Крым, Алушта",3.39,4,https://tophotels.ru/hotel/al35509/reviews
Мечта,"Россия, Крым, Гурзуф",3.33,4,https://tophotels.ru/hotel/al164086/reviews
Профессорский Уголок (Укоопспилка) Пансионат,"Россия, Крым, Алушта, Профессорский Рабочий уголок",3.33,6,https://tophotels.ru/hotel/al311898/reviews
