title,area,rating,n_reviews,reference
Анастасия (Anastasia),"Россия, Крым, Алупка",0.0,1,https://tophotels.ru/hotel/al284742/reviews
Анна,"Россия, Крым, Ялта",0.0,2,https://tophotels.ru/hotel/al219728/reviews
Арзамас,"Россия, Крым, Алупка",0.0,2,https://tophotels.ru/hotel/al255857/reviews
Атлантик,"Россия, Крым, Алушта, Малореченское",0.0,3,https://tophotels.ru/hotel/al277600/reviews
База отдыха Солнечное,"Россия, Крым, Алушта, Солнечногорское",0.0,1,https://tophotels.ru/hotel/al65035/reviews
Вилла Море,"Россия, Крым, Алупка",0.0,1,https://tophotels.ru/hotel/al273780/reviews
Вилла Селена,"Россия, Крым, Алушта",0.0,1,https://tophotels.ru/hotel/al261883/reviews
Волна Гостевой Дом,"Россия, Крым, Алушта",0.0,2,https://tophotels.ru/hotel/al261951/reviews
Гармония 2*,"Россия, Крым, Алушта, Профессорский Рабочий уголок",0.0,1,https://tophotels.ru/hotel/al263495/reviews
Гостиный дом Магнолия,"Россия, Крым, Алупка",0.0,1,https://tophotels.ru/hotel/al225560/reviews
Гранатовое Поместье,"Россия, Крым, Алушта",0.0,1,https://tophotels.ru/hotel/al314204/reviews
Диво Гостевой Дом,"Россия, Крым, Ялта, Отрадное",0.0,1,https://tophotels.ru/hotel/al274863/reviews
Кампай,"Россия, Крым, Ялта",0.0,1,https://tophotels.ru/hotel/al274894/reviews
Легенда Карпат,"Россия, Крым, Алушта, Малореченское",0.0,3,https://tophotels.ru/hotel/al49545/reviews
Мини-отель Царь,"Россия, Крым, Ялта, Ливадия",0.0,1,https://tophotels.ru/hotel/al316386/reviews
Нептун У Моря,"Россия, Крым, Алушта",0.0,1,https://tophotels.ru/hotel/al263513/reviews
Пеликан,"Россия, Крым, Алушта",0.0,1,https://tophotels.ru/hotel/al261888/reviews
Пограничник,"Россия, Крым, Ялта, Ливадия",0.0,2,https://tophotels.ru/hotel/al35459/reviews
Понизовкa,"Россия, Крым, Ялта, Понизовка",0.0,2,https://tophotels.ru/hotel/al102545/reviews
Самарканд,"Россия, Крым, Ялта",0.0,1,https://tophotels.ru/hotel/al274903/reviews
Санаторий Долоссы,"Россия, Крым, Ялта",0.0,1,https://tophotels.ru/hotel/al314859/reviews
Серебряное Озеро,"Россия, Крым, Алушта",0.0,2,https://tophotels.ru/hotel/al307224/reviews
Тихая Гавань,"Россия, Крым, Алушта, Утес",0.0,1,https://tophotels.ru/hotel/al155816/reviews
Чайка,"Россия, Крым, Алушта, Утес",0.0,1,https://tophotels.ru/hotel/al305246/reviews
Яхт Клуб Ялта (Yacht Club),"Россия, Крым, Ялта",0.0,1,https://tophotels.ru/hotel/al212278/reviews
Эврика,"Россия, Крым, Алушта",5.0,1,https://tophotels.ru/hotel/al19779/reviews
Жуковка,"Россия, Крым, Ялта",4.67,5,https://tophotels.ru/hotel/al19827/reviews
Весёлый Домик,"Россия, Крым, Алушта",4.0,1,https://tophotels.ru/hotel/al273114/reviews
Магнолия,"Россия, Крым, Ялта, Ялта-центр",4.0,1,https://tophotels.ru/hotel/al19753/reviews
YALTA Apartments,"Россия, Крым, Ялта",3.5,1,https://tophotels.ru/hotel/al323444/reviews
Островок,"Россия, Крым, Алушта, Алушта-центр",3.5,1,https://tophotels.ru/hotel/al317389/reviews
Московский,"Россия, Крым, Алушта, Малореченское",3.33,4,https://tophotels.ru/hotel/al19848/reviews
Туристско-оздоровительный комплекс Чайка,"Россия, Крым, Алушта, Алушта-центр",3.23,6,https://tophotels.ru/hotel/al19771/reviews
Крым,"Россия, Крым, Ялта, Ялта-центр",3.11,3,https://tophotels.ru/hotel/al36506/reviews
Катюша На Морской,"Россия, Крым, Алушта, Малореченское",3.0,1,https://tophotels.ru/hotel/al277603/reviews
Профуголок-1,"Россия, Крым, Алушта, Профессорский Рабочий уголок",3.0,4,https://tophotels.ru/hotel/al19770/reviews
Семидворье,"Россия, Крым, Алушта, Семидворье",3.0,2,https://tophotels.ru/hotel/al158000/reviews
Сатера,"Россия, Крым, Алушта",2.9,10,https://tophotels.ru/hotel/al19831/reviews
ARCH,"Россия, Крым, Ялта",2.75,4,https://tophotels.ru/hotel/al19737/reviews
Златоуст,"Россия, Крым, Алупка",2.67,3,https://tophotels.ru/hotel/al19741/reviews
Villa Lilia,"Россия, Крым, Ялта, Ялта-центр",2.5,2,https://tophotels.ru/hotel/al20755/reviews
Донбасс (закрыт),"Россия, Крым, Ялта, Ялта-центр",2.17,2,https://tophotels.ru/hotel/al19735/reviews
Спартак,"Россия, Крым, Алушта",2.13,8,https://tophotels.ru/hotel/al19772/reviews
Green Hills,"Россия, Крым, Алупка",2.0,1,https://tophotels.ru/hotel/al308090/reviews
Татьяна 1*,"Россия, Крым, Алушта, Профессорский Рабочий уголок",2.0,1,https://tophotels.ru/hotel/al324524/reviews
Северная Двина,"Россия, Крым, Алушта",1.96,24,https://tophotels.ru/hotel/al19749/reviews
Заря,"Россия, Крым, Ялта, Ялта-центр",1.83,2,https://tophotels.ru/hotel/al19758/reviews
Энергетик,"Россия, Крым, Ялта, Ялта-центр",1.67,2,https://tophotels.ru/hotel/al35460/reviews
30 лет Октября,"Россия, Крым, Алушта, Профессорский Рабочий уголок",1.5,2,https://tophotels.ru/hotel/al49462/reviews
Нептун У Реки Гостевой Дом,"Россия, Крым, Алушта",1.5,1,https://tophotels.ru/hotel/al261874/reviews
Панорама Гостевой Дом,"Россия, Крым, Алушта",1.5,1,https://tophotels.ru/hotel/al261006/reviews
им. И.М.Сеченова,"Россия, Крым, Ялта, Ялта-центр",1.33,1,https://tophotels.ru/hotel/al19740/reviews
Гостевой Дом Лонгвина,"Россия, Крым, Алушта, Малореченское",1.0,2,https://tophotels.ru/hotel/al277601/reviews
Мечты Сбываются,"Россия, Крым, Алушта",1.0,1,https://tophotels.ru/hotel/al263570/reviews
Райский Уголок,"Россия, Крым, Ялта",1.0,3,https://tophotels.ru/hotel/al274920/reviews
Ozenbash (Озенбаш),"Россия, Крым, Алушта",0.0,1,https://tophotels.ru/hotel/al272824/reviews
VK Hotel Royal,"Россия, Крым, Алушта",0.0,2,https://tophotels.ru/hotel/al316508/reviews
Айше,"Россия, Крым, Ялта, Ялта-центр",0.0,1,https://tophotels.ru/hotel/al308403/reviews
Гостевой дом у Наталии,"Россия, Крым, Ялта, Ливадия",0.0,1,https://tophotels.ru/hotel/al310505/reviews
Гостевой дом Элит,"Россия, Крым, Ялта",0.0,1,https://tophotels.ru/hotel/al274861/reviews
Золотой Ветер,"Россия, Крым, Алушта",0.0,1,https://tophotels.ru/hotel/al261850/reviews
Консоль Спорт - Никита,"Россия, Крым, Ялта, Никита",0.0,1,https://tophotels.ru/hotel/al88583/reviews
Крымский Центр Оздоровления Неумывакина,"Россия, Крым, Алушта, Малореченское",0.0,1,https://tophotels.ru/hotel/al313442/reviews
Лавандина,"Россия, Крым, Алушта",0.0,1,https://tophotels.ru/hotel/al315927/reviews
Лилия,"Россия, Крым, Алушта",0.0,1,https://tophotels.ru/hotel/al261939/reviews
Людмила,"Россия, Крым, Алупка",0.0,1,https://tophotels.ru/hotel/al312579/reviews
Медный Всадник,"Россия, Крым, Ялта",0.0,1,https://tophotels.ru/hotel/al60324/reviews
Резиденция Совиньон,"Россия, Крым, Алушта",0.0,1,https://tophotels.ru/hotel/al316336/reviews
Светлана,"Россия, Крым, Алушта",0.0,1,https://tophotels.ru/hotel/al316146/reviews
Таврида-Азот,"Россия, Крым, Алушта, Утес",0.0,1,https://tophotels.ru/hotel/al159658/reviews
